id,web_name,first_name,second_name,team,element_type,now_cost,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,form,selected_by_percent,transfers_in,transfers_out,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,status,news,chance_of_playing_next_round,price_M,position,pts_per_million,team_name,team_short
203,Boateng,Enock,Agyei,3,3,47,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4215,7296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.7,MID,0.0,Burnley,BUR
204,Churlinov,Darko,Churlinov,3,3,49,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,160,2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Kocaelispor  permanently.,0.0,4.9,MID,0.0,Burnley,BUR
205,Cullen,Josh,Cullen,3,3,49,70,3.9,1513,2,2,3,29,2,0,8,321,0.0,0.8,568508,539855,0.94,1.36,2.3,32.5,342.0,218.1,98.0,66.0,i,Knee injury - Expected back 30 Sep,0.0,4.9,MID,14.285714285714285,Burnley,BUR
206,Edwards,Marcus,Edwards,3,3,47,43,2.5,867,1,3,1,15,0,0,2,155,1.8,0.1,25671,24581,1.44,1.65,3.09,17.71,162.8,243.6,190.0,59.5,d,Knock - 75% chance of playing,75.0,4.7,MID,9.148936170212766,Burnley,BUR
207,Hannibal,Hannibal,Mejbri,3,3,47,49,2.3,874,1,4,1,22,6,0,4,211,5.8,0.2,26780,25278,0.5,1.24,1.74,20.92,191.4,209.4,85.0,48.6,a,,100.0,4.7,MID,10.425531914893616,Burnley,BUR
208,Koleosho,Luca,Koleosho,3,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,68,3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Paris FC on loan for the rest of the season.,0.0,5.0,MID,0.0,Burnley,BUR
209,Laurent,Josh,Laurent,3,3,48,48,1.8,1399,1,0,1,34,6,0,1,212,1.2,0.0,6007,6503,0.6,0.42,1.02,31.7,262.4,164.2,92.0,52.0,a,,,4.8,MID,10.0,Burnley,BUR
210,Tchaouna,Loum,Tchaouna,3,3,49,38,1.7,843,1,1,2,14,1,0,0,128,0.8,0.0,4834,5974,0.86,0.68,1.54,15.42,99.4,109.3,101.0,31.1,a,,,4.9,MID,7.755102040816326,Burnley,BUR
211,A.Ramsey,Aaron,Ramsey,3,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.4,62789,930971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Leicester City on loan for the rest of the season.,0.0,4.4,MID,0.0,Burnley,BUR
212,Adewumi,Oluwaseun,Adewumi,3,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Cercle Brugge on loan for the rest of the season.,0.0,4.5,MID,0.0,Burnley,BUR
213,Banel,Jaydon,Banel,3,3,45,1,1.0,9,0,0,0,0,0,0,0,2,0.0,0.0,7482,9061,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.0,u,has joined Derby County on loan for the rest of the season.,0.0,4.5,MID,0.2222222222222222,Burnley,BUR
214,Trésor,Mike,Trésor Ndayishimiye,3,3,43,4,1.0,19,0,0,0,1,0,0,0,10,0.0,0.1,11939,15953,0.0,0.0,0.0,0.46,0.6,0.4,2.0,0.3,i,Ankle injury - Unknown return date,0.0,4.3,MID,0.9302325581395349,Burnley,BUR
215,Flemming,Zian,Flemming,3,4,53,62,3.1,1005,7,0,2,19,3,0,6,231,4.2,0.4,168552,151793,4.39,0.19,4.58,21.02,289.4,79.7,332.0,69.2,d,Calf injury - 75% chance of playing,75.0,5.3,FWD,11.69811320754717,Burnley,BUR
216,Amdouni,Zeki,Amdouni,3,4,48,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2145,6303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,Knee injury - Expected back 25 Apr,0.0,4.8,FWD,0.0,Burnley,BUR
217,Foster,Lyle,Foster,3,4,49,48,2.3,1154,3,1,3,25,4,0,4,178,0.8,0.8,450733,442898,2.96,0.29,3.25,22.96,187.6,129.2,206.0,51.7,a,,100.0,4.9,FWD,9.795918367346937,Burnley,BUR
218,Barnes,Ashley,Barnes,3,4,42,4,1.0,23,0,0,0,2,1,0,0,7,0.8,1.4,226112,338464,0.11,0.0,0.11,0.77,0.2,0.6,9.0,1.0,a,,,4.2,FWD,0.9523809523809523,Burnley,BUR
219,Obafemi,Michael,Obafemi,3,4,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,4151,40605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Blackpool on loan for the rest of the season.,0.0,4.4,FWD,0.0,Burnley,BUR
470,Dúbravka,Martin,Dúbravka,3,1,40,80,2.8,2610,0,0,3,58,1,0,7,357,1.2,32.2,1706984,1449457,0.0,0.04,0.04,57.26,808.4,0.0,0.0,81.0,a,,100.0,4.0,GKP,20.0,Burnley,BUR
614,Ward-Prowse,James,Ward-Prowse,3,3,56,19,2.1,561,0,1,1,15,0,0,0,129,2.0,0.2,18643,47807,0.13,1.11,1.24,10.37,101.2,228.2,6.0,33.5,a,,100.0,5.6,MID,3.3928571428571432,Burnley,BUR
676,Ugochukwu,Lesley,Ugochukwu,3,3,50,81,2.9,1893,3,2,3,41,1,1,5,305,2.8,0.1,42036,37767,2.25,0.27,2.52,41.91,359.2,145.2,188.0,69.0,a,,100.0,5.0,MID,16.2,Burnley,BUR
680,Broja,Armando,Broja,3,4,52,38,2.0,805,1,1,1,25,0,0,2,105,0.0,0.2,47565,59260,2.14,0.13,2.27,20.84,96.2,62.2,203.0,35.8,d,Knock - 50% chance of playing,50.0,5.2,FWD,7.3076923076923075,Burnley,BUR
722,Florentino,Florentino Ibrain,Morris Luís,3,3,50,66,2.8,1651,0,2,2,37,4,0,0,286,0.8,0.0,14704,12899,0.55,0.39,0.94,37.28,343.4,173.2,44.0,56.3,a,,,5.0,MID,13.2,Burnley,BUR
776,Pimlott,Oliver,Pimlott,3,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,638,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Burnley,BUR
784,Brierley,George,Brierley,3,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,437,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Burnley,BUR
820,McMahon-Brown,Kian,McMahon-Brown,3,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,38,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Burnley,BUR
66,Neto,Norberto,Murara Neto,4,1,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,0,16532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Botafogo permanently.,0.0,4.5,GKP,0.0,Bournemouth,BOU
67,Petrović,Đorđe,Petrović,4,1,45,94,3.2,2610,0,0,8,46,2,0,5,381,5.2,5.0,962822,746141,0.0,0.0,0.0,43.19,656.2,0.0,0.0,65.9,a,,,4.5,GKP,20.88888888888889,Bournemouth,BOU
68,Dennis,Will,Dennis,4,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.7,47217,86804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Leyton Orient on loan for the rest of the season.,0.0,4.0,GKP,0.0,Bournemouth,BOU
69,McKenna,Callan,McKenna,4,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3,22417,18977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,GKP,0.0,Bournemouth,BOU
70,Paulsen,Alex,Paulsen,4,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,1107,10435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Lechia Gdansk on loan for the rest of the season.,0.0,4.0,GKP,0.0,Bournemouth,BOU
71,Zabarnyi,Illia,Zabarnyi,4,2,50,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Paris Saint-Germain permanently.,0.0,5.0,DEF,0.0,Bournemouth,BOU
72,Senesi,Marcos,Senesi Barón,4,2,50,126,4.5,2478,0,4,8,45,8,0,9,407,5.5,17.5,4955116,3056483,1.25,4.03,5.28,41.24,866.6,296.0,165.0,133.0,a,,100.0,5.0,DEF,25.2,Bournemouth,BOU
73,Smith,Adam,Smith,4,2,44,30,1.9,727,0,1,3,15,2,0,0,86,0.5,0.2,26324,41603,0.0,0.11,0.11,12.46,82.8,32.3,18.0,13.3,a,,100.0,4.4,DEF,6.8181818181818175,Bournemouth,BOU
74,Truffert,Adrien,Truffert,4,2,46,107,3.7,2568,0,2,8,43,3,0,9,394,6.2,2.5,629623,418017,0.39,2.07,2.46,40.89,583.0,370.8,94.0,104.8,a,,,4.6,DEF,23.260869565217394,Bournemouth,BOU
75,Akinmboni,Matai,Akinmboni,4,2,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,14724,32517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,100.0,3.8,DEF,0.0,Bournemouth,BOU
76,Bevan,Owen,Bevan,4,2,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,15547,19534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.8,DEF,0.0,Bournemouth,BOU
77,Hill,James,Hill,4,2,42,75,3.8,1292,0,3,5,16,2,0,2,246,6.2,7.4,1020833,165175,0.39,0.97,1.35,19.89,375.0,84.9,74.0,53.6,a,,,4.2,DEF,17.857142857142858,Bournemouth,BOU
78,J.Araujo,Julián,Araujo Zúñiga,4,2,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,47440,132793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Celtic on loan for the rest of the season.,0.0,3.8,DEF,0.0,Bournemouth,BOU
79,Mepham,Chris,Mepham,4,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,1400,16725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined West Bromwich Albion permanently.,0.0,4.0,DEF,0.0,Bournemouth,BOU
80,Soler,Julio,Soler Barreto,4,2,40,3,1.0,34,0,0,0,2,0,0,0,2,0.0,0.2,17416,33535,0.0,0.0,0.0,1.62,1.8,2.5,2.0,0.6,i,Hamstring injury - Expected back 01 Jun,0.0,4.0,DEF,0.75,Bournemouth,BOU
81,Kluivert,Justin,Kluivert,4,3,69,40,2.2,914,2,0,4,18,4,0,3,147,0.0,0.6,190351,251358,2.24,1.54,3.78,16.78,146.6,304.1,128.0,57.8,i,Knee injury - Expected back 09 May,0.0,6.9,MID,5.797101449275362,Bournemouth,BOU
84,Tavernier,Marcus,Tavernier,4,3,53,104,4.2,1942,5,4,8,37,4,0,10,378,2.5,1.7,937144,808513,6.75,2.74,9.49,29.35,456.4,484.7,420.0,136.3,a,,100.0,5.3,MID,19.62264150943396,Bournemouth,BOU
85,Adams,Tyler,Adams,4,3,49,60,3.3,1412,2,1,6,24,7,0,3,279,2.5,0.3,79856,93174,0.56,0.37,0.93,20.86,304.2,95.0,105.0,50.7,a,,100.0,4.9,MID,12.244897959183673,Bournemouth,BOU
86,Brooks,David,Brooks,4,3,50,46,2.0,1014,1,2,4,18,7,0,4,180,0.5,0.2,72902,78558,4.51,2.85,7.36,16.91,200.4,323.0,391.0,90.0,a,,100.0,5.0,MID,9.2,Bournemouth,BOU
87,Christie,Ryan,Christie,4,3,49,28,1.5,579,1,1,1,10,2,0,0,130,1.5,0.1,9699,15810,1.46,0.51,1.97,12.0,133.8,143.2,138.0,41.8,a,,100.0,4.9,MID,5.7142857142857135,Bournemouth,BOU
88,Cook,Lewis,Cook,4,3,49,38,2.4,870,0,1,1,18,1,1,0,184,0.2,0.0,11733,10236,0.07,0.52,0.59,13.49,206.0,183.3,12.0,40.4,i,Hamstring injury - Expected back 11 Apr,0.0,4.9,MID,7.755102040816326,Bournemouth,BOU
89,Philip,Philip,Billing,4,3,49,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,598,6636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Midtjylland permanently.,0.0,4.9,MID,0.0,Bournemouth,BOU
90,Scott,Alex,Scott,4,3,51,101,3.5,2128,2,2,8,34,3,0,6,434,3.8,1.3,250406,108003,3.26,1.63,4.89,35.56,421.4,317.8,259.0,99.4,a,,100.0,5.1,MID,19.80392156862745,Bournemouth,BOU
91,Sinisterra,Luis,Sinisterra Lucumí,4,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,396,3897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Cruzeiro on loan for the rest of the season.,0.0,5.0,MID,0.0,Bournemouth,BOU
92,Faivre,Romain,Faivre,4,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,4403,19690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Auxerre permanently.,0.0,4.5,MID,0.0,Bournemouth,BOU
93,H.Traorè,Hamed,Traorè,4,3,45,4,4.0,16,0,1,0,2,0,0,0,12,0.0,0.3,114900,165477,0.0,0.0,0.0,0.4,21.2,10.0,0.0,3.1,u,has joined Marseille on loan for the rest of the season.,0.0,4.5,MID,0.8888888888888888,Bournemouth,BOU
94,Sadi,Dominic,Sadi,4,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3895,8211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Novi Pazar on loan for the rest of the season.,0.0,4.5,MID,0.0,Bournemouth,BOU
95,Silcott-Duberry,Zain,Silcott-Duberry,4,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,15405,21528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Olympiakos permanently.,0.0,4.4,MID,0.0,Bournemouth,BOU
96,Winterburn,Ben,Winterburn,4,3,45,1,1.0,6,0,0,0,2,0,0,0,3,0.0,0.0,2964,10009,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,u,has joined Barnet on loan for the rest of the season.,0.0,4.5,MID,0.2222222222222222,Bournemouth,BOU
97,Evanilson,Francisco Evanilson,de Lima Barbosa,4,4,68,87,3.2,2013,6,3,8,33,1,0,6,315,2.8,2.2,1108557,1108581,7.5,1.13,8.63,28.62,295.0,310.4,649.0,125.2,a,,100.0,6.8,FWD,12.794117647058824,Bournemouth,BOU
98,Enes Ünal,Enes,Ünal,4,4,54,20,1.2,170,1,0,0,2,1,0,1,55,1.0,0.0,13953,11181,1.35,0.06,1.41,3.45,45.6,12.4,82.0,13.3,a,,100.0,5.4,FWD,3.7037037037037033,Bournemouth,BOU
99,Adu-Adjei,Daniel,Adu-Adjei,4,4,44,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,22144,44378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined HNK Rijeka permanently.,0.0,4.4,FWD,0.0,Bournemouth,BOU
100,Kroupi.Jr,Junior,Kroupi,4,4,47,72,3.0,1052,8,0,5,18,3,0,7,322,1.5,6.7,1846495,1154580,4.78,0.71,5.49,18.06,337.2,202.6,344.0,88.4,a,,,4.7,FWD,15.319148936170212,Bournemouth,BOU
391,Gannon-Doak,Ben,Gannon-Doak,4,3,48,7,1.8,53,0,1,0,1,0,0,0,22,0.0,0.0,4632,8097,0.09,0.09,0.18,2.66,21.2,14.0,11.0,4.7,i,Hamstring injury - Unknown return date,0.0,4.8,MID,1.4583333333333335,Bournemouth,BOU
685,Diakité,Bafodé,Diakité,4,2,42,46,2.6,1275,0,0,4,27,1,0,2,164,0.0,0.3,98416,96227,0.02,0.19,0.21,22.47,267.0,54.3,22.0,34.4,a,,100.0,4.2,DEF,10.952380952380953,Bournemouth,BOU
687,Rees-Dottin,Remy,Rees-Dottin,4,3,43,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,24880,19817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.3,MID,0.0,Bournemouth,BOU
697,Adli,Amine,Adli,4,3,54,60,2.4,923,3,2,3,14,2,0,4,223,3.8,0.5,117534,54274,2.53,1.49,4.02,14.65,256.6,209.1,240.0,70.0,a,,,5.4,MID,11.11111111111111,Bournemouth,BOU
713,A.Jimenez,Álex,Jiménez Sánchez,4,2,45,63,2.5,1855,1,2,5,33,8,0,2,238,4.2,0.3,54574,25001,1.04,1.49,2.53,33.81,331.0,212.1,169.0,71.2,a,,,4.5,DEF,14.0,Bournemouth,BOU
721,Milosavljević,Veljko,Milosavljevic,4,2,44,19,2.7,367,0,0,1,6,0,0,0,63,0.0,0.0,6345,5915,0.15,0.19,0.34,4.42,98.4,13.9,10.0,12.2,a,,100.0,4.4,DEF,4.3181818181818175,Bournemouth,BOU
756,DaCosta,Malcom,DaCosta,4,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1736,1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Bournemouth,BOU
782,Forster,Fraser,Forster,4,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2786,915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,GKP,0.0,Bournemouth,BOU
799,Stevens,Charlie,Stevens,4,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,640,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.5,MID,0.0,Bournemouth,BOU
801,Tóth.A,Alex,Tóth,4,3,49,3,0.8,71,0,0,0,1,1,0,0,10,0.2,0.0,884,461,0.06,0.25,0.31,2.34,6.0,33.5,14.0,5.3,a,,,4.9,MID,0.6122448979591836,Bournemouth,BOU
806,Mandas,Christos,Mandas,4,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,619,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,4.0,GKP,0.0,Bournemouth,BOU
807,Rayan,Rayan Vitor,Simplício Rocha,4,3,56,27,4.5,451,2,1,2,3,1,0,2,95,3.5,2.6,390774,50961,0.87,1.03,1.9,9.04,122.6,118.1,103.0,34.3,a,,,5.6,MID,4.821428571428572,Bournemouth,BOU
27,Nelson,Reiss,Nelson,5,3,48,6,1.0,50,0,0,0,1,0,0,0,19,0.0,0.1,10487,18360,0.61,0.07,0.68,1.21,16.4,4.0,16.0,3.4,d,Calf injury - 50% chance of playing,50.0,4.8,MID,1.25,Brentford,BRE
83,O.Dango,Dango,Ouattara,5,3,60,97,4.2,1613,5,6,4,24,4,0,10,296,2.8,3.6,915844,489433,5.37,2.3,7.67,22.81,345.0,243.0,449.0,103.1,a,,100.0,6.0,MID,16.166666666666668,Brentford,BRE
101,Kelleher,Caoimhín,Kelleher,5,1,47,104,3.7,2520,0,0,7,37,1,0,6,402,2.5,12.4,1340038,1022424,0.0,0.04,0.04,39.34,643.6,20.0,0.0,66.4,a,,100.0,4.7,GKP,22.127659574468083,Brentford,BRE
102,Balcombe,Ellery,Balcombe,5,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3,16345,24080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,GKP,0.0,Brentford,BRE
103,Cox,Matthew,Cox,5,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,11791,14639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Shrewsbury Town on loan for the rest of the season.,0.0,3.9,GKP,0.0,Brentford,BRE
104,Eyestone,Julian,Eyestone,5,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,13029,10380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,,3.9,GKP,0.0,Brentford,BRE
105,Valdimarsson,Hákon Rafn,Valdimarsson,5,1,39,1,1.0,90,0,0,0,3,0,0,0,1,0.2,0.6,38368,72505,0.0,0.0,0.0,0.97,13.0,0.0,0.0,1.3,a,,,3.9,GKP,0.25641025641025644,Brentford,BRE
106,Collins,Nathan,Collins,5,2,49,99,3.8,2161,1,2,6,32,4,0,7,340,1.8,2.7,649196,516221,1.58,1.27,2.85,33.38,661.8,116.3,258.0,103.8,a,,,4.9,DEF,20.20408163265306,Brentford,BRE
107,Lewis-Potter,Keane,Lewis-Potter,5,2,48,79,2.9,1152,3,1,6,20,1,0,3,208,2.5,1.6,459583,311786,2.02,1.03,3.05,20.6,220.6,167.8,228.0,61.6,a,,,4.8,DEF,16.458333333333336,Brentford,BRE
108,Ajer,Kristoffer,Ajer,5,2,44,70,3.0,1606,0,2,5,26,2,0,1,200,3.0,0.3,40196,33272,0.69,0.72,1.41,26.12,354.4,58.1,161.0,57.5,a,,100.0,4.4,DEF,15.909090909090908,Brentford,BRE
109,Henry,Rico,Henry,5,2,43,52,2.1,1322,0,2,4,22,2,0,0,144,2.0,0.2,25834,23619,0.18,0.54,0.72,23.91,151.6,82.0,35.0,26.9,d,Hamstring injury - 25% chance of playing,25.0,4.3,DEF,12.093023255813954,Brentford,BRE
110,Kayode,Michael,Kayode,5,2,45,78,2.8,2448,0,1,7,37,6,0,6,376,1.8,0.7,196032,136494,0.27,2.52,2.79,38.51,442.8,382.9,77.0,90.5,a,,100.0,4.5,DEF,17.333333333333332,Brentford,BRE
111,Pinnock,Ethan,Pinnock,5,2,42,4,1.3,228,0,0,0,5,1,0,0,21,0.0,0.1,12578,26979,0.0,0.06,0.06,3.18,62.8,1.1,12.0,7.6,a,,100.0,4.2,DEF,0.9523809523809523,Brentford,BRE
112,Roerslev,Mads,Roerslev Rasmussen,5,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,211,3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Southampton permanently.,0.0,4.5,DEF,0.0,Brentford,BRE
113,Van den Berg,Sepp,van den Berg,5,2,45,83,3.5,2123,0,2,5,34,1,0,3,300,5.2,1.2,291367,205176,2.75,0.5,3.25,32.12,495.0,57.2,240.0,79.3,a,,100.0,4.5,DEF,18.444444444444443,Brentford,BRE
114,Arthur,Benjamin,Arthur,5,2,38,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,12981,30402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Celtic on loan for the rest of the season.,0.0,3.8,DEF,0.0,Brentford,BRE
115,Fredrick,Benjamin,Fredrick,5,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,2020,14379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Dender on loan for the rest of the season.,0.0,4.0,DEF,0.0,Brentford,BRE
116,Hickey,Aaron,Hickey,5,2,40,33,1.8,588,0,0,2,8,1,0,0,94,0.5,0.4,65903,77124,0.4,0.17,0.57,6.47,82.6,16.2,42.0,13.9,i,Hamstring injury - Expected back 11 Apr,0.0,4.0,DEF,8.25,Brentford,BRE
117,Ji-soo,Kim,Ji-soo,5,2,39,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,4108,15642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Kaiserslautern on loan for the rest of the season.,0.0,3.9,DEF,0.0,Brentford,BRE
118,Meghoma,Jayden,Meghoma,5,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,279,10987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,Has joined Rangers on loan for the rest of the season.,0.0,4.0,DEF,0.0,Brentford,BRE
120,Schade,Kevin,Schade,5,3,69,97,3.7,2063,7,4,8,25,6,1,5,319,2.8,1.8,866403,696510,9.69,1.86,11.55,28.39,472.8,325.9,669.0,146.4,a,,100.0,6.9,MID,14.057971014492752,Brentford,BRE
121,Damsgaard,Mikkel,Damsgaard,5,3,56,85,3.4,1495,3,4,3,25,0,0,6,352,5.8,0.8,153090,174555,1.79,3.95,5.74,22.61,414.0,527.0,249.0,119.1,a,,100.0,5.6,MID,15.178571428571429,Brentford,BRE
122,Milambo,Antoni,Milambo,5,3,52,1,1.0,45,0,0,0,3,0,0,0,5,0.0,0.0,2043,6951,0.0,0.01,0.01,1.49,4.0,1.8,0.0,0.6,i,Knee injury - Expected back 01 Jun,0.0,5.2,MID,0.1923076923076923,Brentford,BRE
123,Carvalho,Fábio,Freitas Gouveia Carvalho,5,3,47,13,2.2,100,1,0,0,4,0,0,1,42,0.0,0.1,27245,51463,0.7,0.03,0.73,2.08,39.0,6.5,36.0,8.1,i,Knee injury - Expected back 01 Jun,0.0,4.7,MID,2.7659574468085104,Brentford,BRE
124,Henderson,Jordan,Henderson,5,3,50,68,2.5,1634,1,3,5,24,4,0,5,306,1.8,0.3,99190,101125,0.33,2.09,2.42,24.04,299.2,320.4,43.0,66.2,a,,100.0,5.0,MID,13.6,Brentford,BRE
125,Janelt,Vitaly,Janelt,5,3,49,70,3.2,1253,1,4,5,16,7,0,6,300,0.5,0.2,67502,46664,0.82,1.88,2.7,20.22,329.0,313.6,91.0,72.5,i,Foot injury - Unknown return date,0.0,4.9,MID,14.285714285714285,Brentford,BRE
126,Jensen,Mathias,Jensen,5,3,49,65,2.4,1465,2,2,6,21,3,0,0,316,2.2,0.1,18452,18638,1.93,3.94,5.87,22.72,273.4,394.7,153.0,82.0,a,,,4.9,MID,13.265306122448978,Brentford,BRE
127,Nunes,Gustavo,Nunes Fernandes Gomes,5,3,49,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1544,2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Swansea City on loan for the rest of the season.,0.0,4.9,MID,0.0,Brentford,BRE
128,Onyeka,Frank,Onyeka,5,3,48,12,2.0,88,0,2,0,2,0,0,0,41,0.0,0.0,5396,8886,0.0,0.36,0.36,2.02,28.4,13.6,4.0,4.6,u,has joined Coventry City on loan for the rest of the season.,0.0,4.8,MID,2.5,Brentford,BRE
129,Yarmoliuk,Yehor,Yarmoliuk,5,3,50,76,2.6,2014,1,2,5,33,7,0,0,331,1.0,0.1,24244,21209,1.19,1.14,2.33,30.3,332.0,217.7,110.0,65.9,a,,100.0,5.0,MID,15.2,Brentford,BRE
130,Donovan,Romelle,Donovan,5,3,44,4,1.0,38,0,0,0,0,0,0,0,19,0.5,0.1,16393,18796,0.09,0.01,0.1,0.39,8.4,11.5,21.0,4.2,a,,,4.4,MID,0.9090909090909091,Brentford,BRE
131,Konak,Yunus Emre,Konak,5,3,43,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,38108,44566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Oxford United on loan for the rest of the season.,0.0,4.3,MID,0.0,Brentford,BRE
132,Maghoma,Paris,Maghoma,5,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4038,5459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Norwich City permanently.,0.0,4.5,MID,0.0,Brentford,BRE
133,Peart-Harris,Myles,Peart-Harris,5,3,44,1,1.0,1,0,0,0,0,0,0,0,2,0.0,0.0,3881,6376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,has joined Oxford United permanently.,0.0,4.4,MID,0.22727272727272727,Brentford,BRE
